id,canonical_name,confidence,reason,unpublished_at
d5fd9e5e-292d-4c41-8ae8-5497b8ba6f3c,"3481 Garber Property Owner, Llc",0.95,The property type is explicitly listed as 'Commercial' and the entity name includes 'LLC' which typically indicates a business property ownership structure.,2026-05-03T15:26:50.964562
5b53fc42-9d51-4b14-9661-9e429c87da04,"400 Enterprise Property Owner, Llc",0.9,"The name '400 Enterprise Property Owner, LLC' and filed property type as 'Commercial' clearly indicate this is a commercial property association.",2026-05-03T15:26:51.148947
4bd9f6ed-023c-4ec9-b4a5-cabd8ef6b92b,"427 Market Property Owner, Llc",0.95,"The property type is explicitly listed as 'Commercial' and the name '427 Market Property Owner, LLC' suggests a commercial property ownership entity.",2026-05-03T15:26:51.436529
b8a8df9b-c8f7-427d-8b5f-7edb60fde53c,"45Th Street Business/Industrial Park Master Association, Inc.",0.9,The name explicitly indicates 'Business/Industrial Park' which clearly identifies this as a commercial property association despite the conflicting 'single family' property type listing.,2026-05-03T15:26:51.626888
3e8a165c-33b1-4396-878e-4486e1df1c2b,"460 Enterprise Property Owner, Llc",0.9,"The property type is explicitly listed as 'Commercial' and the name '460 Enterprise Property Owner, LLC' suggests a commercial enterprise or business property.",2026-05-03T15:26:51.812422
42d1f476-a8df-4ccb-9d9a-b2908003d159,"560 Distribution Property Owner, Llc",0.9,"The name '560 Distribution Property Owner, LLC' and the 'Commercial' property type on file clearly indicate this is a commercial distribution/industrial facility.",2026-05-03T15:26:52.098479
0cc66b85-3611-4fb3-a93d-c58859ebeb69,"7003 Technology Property Owner, Llc",0.95,"The name '7003 Technology Property Owner, LLC' and Jupiter location strongly suggest a commercial technology/business park property, and the property type is explicitly filed as commercial.",2026-05-03T15:26:52.267502
c6305018-c5d2-4b00-87da-6602315b8f45,"7385 Commercial Circle Property Owner, Llc",0.95,"The name includes 'Commercial Circle' and the property type is explicitly filed as 'Commercial', clearly indicating a commercial property.",2026-05-03T15:26:52.448209
5a8c9f81-1ab6-49e7-93d6-ca53995d30e6,"800 Immokalee Property Owner, Llc",0.9,The property type is explicitly listed as 'Commercial' and the LLC structure suggests a commercial investment property.,2026-05-03T15:26:52.641026
d370d946-0784-4c58-a8d1-8a9f79cdccf0,"800 Indiantown Property Owner, Llc",0.9,"The property is filed as commercial type and owned by an LLC, which strongly indicates a commercial real estate investment rather than a residential community association.",2026-05-03T15:26:52.810914
a2bf2f86-7530-406b-b481-6d4748939e44,"821 Jupiter Park Property Owner, Llc",0.9,"The property type is explicitly listed as 'Commercial' and the name '821 Jupiter Park Property Owner, LLC' suggests a commercial property ownership entity rather than a residential community associati",2026-05-03T15:26:52.992538
91dd5d82-9fe1-44ad-81e5-1b5206b3a499,"8245 S State Rd Property Owner, Llc",0.9,"The property type is explicitly listed as 'Commercial' and the entity name includes 'Property Owner, LLC' which typically indicates a commercial real estate investment.",2026-05-03T15:26:53.164596
e608835b-9591-4611-a68a-5bd029b1da1a,"8300 Leo Kidd Property Owner, Llc",0.9,"The entity is structured as an LLC property owner and filed as commercial property type, indicating a business/investment property rather than a residential community association.",2026-05-03T15:26:53.325486
f313885d-6aad-4967-b4a4-024eacf33d19,"840 Jimmy Ann Property Owner, Llc",0.9,"The property type is explicitly listed as 'Commercial' and the entity is structured as an LLC, which is typical for commercial property ownership.",2026-05-03T15:26:53.529711
f98b24c8-57f6-4ede-abcf-8d72bbc83472,"8456 Orange Ave Property Owner, Llc",0.9,"The property type is explicitly listed as 'Commercial' and the entity is structured as an LLC, which is typical for commercial property ownership.",2026-05-03T15:26:53.712147
d8aba844-ac99-47bc-bc55-41a76f0742a4,"857 Sw Macedo Property Owner, Llc",0.9,"The property type is explicitly filed as 'Commercial' and the entity is structured as an LLC, which is typical for commercial property ownership.",2026-05-03T15:26:53.918422
f21bfa72-f4a1-4325-8f0c-b438b0078d52,"8620 Ltc Property Owner, Llc",0.9,The property type is explicitly listed as 'Commercial' and the LLC naming structure suggests a business property investment.,2026-05-03T15:26:54.093782
705ae046-8b7f-4f74-98a8-b287ce3e301a,"920 Indiantown Property Owner, Llc",0.9,The property type is explicitly listed as 'Commercial' and the LLC structure is typical for commercial property ownership.,2026-05-03T15:26:54.298730
792fdb9e-a999-47b1-87a2-45a1b9ca183d,"952 Jupiter Park Property Owner, Llc",0.9,The property type is explicitly listed as commercial and the LLC structure with 'Property Owner' in the name strongly suggests a commercial real estate investment rather than a residential community a,2026-05-03T15:26:54.480580
eeec5462-4364-4d85-b8ba-5ff7f3b2cc21,ALBANESE COMMERCE CENTER COND*,0.95,The name 'Commerce Center' and filed property type of 'Commercial' clearly indicate this is a commercial office or business park.,2026-05-03T15:26:54.665156
652c0cba-9663-4b14-8b02-1b1ea92317e1,Bcg Cocoa Property Owner Llc,0.9,The property type is explicitly listed as 'Commercial' and the entity name 'Bcg Cocoa Property Owner Llc' suggests a commercial property ownership structure rather than a residential community associa,2026-05-03T15:26:54.841393
0624bae8-d3e3-44b6-8b1e-e0c0a285d453,Bcg Vero Property Owner Llc,0.9,The property type is explicitly listed as 'Commercial' and the LLC structure with 'Property Owner' in the name strongly indicates a commercial real estate investment entity.,2026-05-03T15:26:55.011056
f683f1a1-cb33-4257-a69d-123b8a4eac88,"Benoist Farms Industrial Park North Property Owners Association, Inc.",0.9,The name explicitly identifies it as an 'Industrial Park' which is a clear commercial property type despite the conflicting 'single family' designation on file.,2026-05-03T15:26:55.193447
8e54edb6-7006-4bf3-99ec-4d3a8407bf0c,"Bink'S Commercial Centre Property Owner'S Association, Inc.",0.9,The name 'Commercial Centre Property Owner's Association' explicitly indicates this is a commercial property despite the conflicting 'single family' designation on file.,2026-05-03T15:26:55.421770
0936007f-129a-4abe-8484-2c41b46ac291,"Blount Property Owner, Llc",0.9,"The property type is explicitly listed as 'Commercial' and the entity name 'Blount Property Owner, LLC' suggests a commercial real estate investment entity rather than a residential community associat",2026-05-03T15:26:55.592032
147f8165-fbd9-49ff-993b-189d3de69cc7,BOCA RATON MEDICAL PLAZA COND*,0.95,"The name 'Medical Plaza' clearly indicates a commercial medical office building, and the property type is already filed as commercial.",2026-05-03T15:26:55.780333
acc08c1e-d79b-4523-8476-2b73aede35c5,"Cape Canaveral Property Owner, Llc",0.9,The property type is explicitly filed as 'Commercial' and the entity name includes 'Llc' which typically indicates a business entity managing commercial real estate.,2026-05-03T15:26:55.981621
8fbde659-2fc7-4afd-b8cf-fbc2e3925451,"Cape Coral Property Owner, Llc",0.9,The property type is explicitly filed as 'Commercial' and the LLC structure is typical for commercial property ownership.,2026-05-03T15:26:56.151095
7cefa81d-cd12-43b1-b056-cf2c5a5f7ccd,Cartee Road Property Owner Llc,0.9,The property type is explicitly filed as 'Commercial' and the LLC structure is typical for commercial property ownership.,2026-05-03T15:26:56.322641
da3c545e-da0d-4ad2-988c-75ea58c237bb,"Clematis Property Owner, Llc",0.9,"The property type is explicitly listed as 'Commercial' and the entity name 'Clematis Property Owner, LLC' suggests a commercial property ownership structure rather than a residential community associa",2026-05-03T15:26:56.483351
991b6acc-0eba-4cd8-8c82-05e55db1ef0b,"Commerce Property Owner, Llc",0.95,"The property type is explicitly listed as 'Commercial' and the entity name 'Commerce Property Owner, LLC' strongly suggests a commercial property investment/management company.",2026-05-03T15:26:56.656618
78110176-1086-49c8-afa0-2e76db9023d3,"Congress Property Owner, Llc",0.9,"The property type is explicitly listed as 'Commercial' and the name 'Congress Property Owner, LLC' suggests a commercial real estate investment entity rather than a residential community association.",2026-05-03T15:26:56.850450
772c9e84-438e-4cf6-a422-6cd296d84623,"Crystal Tree Property Owner, Llc",0.9,The property type is explicitly listed as 'Commercial' and the LLC structure is typical for commercial property ownership.,2026-05-03T15:26:57.024879
d4ca25fe-3e16-4247-9f22-c74a4c4b910b,"Currency Drive Property Owner, Llc",0.9,The property type is explicitly filed as 'Commercial' and the LLC structure with 'Property Owner' in the name typically indicates commercial real estate ownership.,2026-05-03T15:26:57.181042
60626399-85cf-4cfb-9f3f-3bb010449365,DELRAY MEDICAL CENTER II COND*,0.9,"The name 'DELRAY MEDICAL CENTER II COND' clearly indicates a medical office condominium building, which is a commercial property type despite being structured as a condominium association.",2026-05-03T15:26:57.342219
df5bdee9-75c9-47da-94ca-238fc3f3573d,"Dixie Property Owner, Llc",0.9,The property type is explicitly filed as 'Commercial' and the LLC structure is typical for commercial property ownership.,2026-05-03T15:26:57.498608
20b3b5a8-34d8-4cdf-bc3b-f6123c5249d1,"Dunedin Property Owner, Llc",0.9,"The property type is explicitly listed as 'Commercial' and the entity name 'Dunedin Property Owner, Llc' suggests a commercial real estate investment company rather than a residential community associ",2026-05-03T15:26:57.655114
3d400579-a332-41ce-931e-a14b6b5d2a5e,"Fisher Ave Property Owner, Llc",0.9,The property type is explicitly listed as 'Commercial' and the LLC structure is typical for commercial property ownership.,2026-05-03T15:26:57.826529
05816c3e-297b-4cf0-a594-2700bed605f8,Fp Tequesta Property Owner Llc,0.9,The property type is explicitly listed as 'Commercial' and the entity name 'Fp Tequesta Property Owner Llc' suggests a commercial property ownership structure rather than a residential community assoc,2026-05-03T15:26:57.994438
29f0e28d-4894-47de-8bb4-813649d8ccb5,"Garden Road Property Owner, Llc",0.9,The property type is explicitly filed as 'Commercial' and the LLC structure with 'Property Owner' in the name strongly suggests a commercial real estate investment entity.,2026-05-03T15:26:58.161951
0effae71-dad6-4683-a23c-b3426dca2ae1,"Haverhill Business Park Property Owners Association, Inc.",0.9,"The name 'Haverhill Business Park Property Owners Association' clearly indicates this is a business park, which is a commercial property type despite the conflicting 'single family' designation on fil",2026-05-03T15:26:58.344012
794e2fa6-cf14-420d-b358-450f616709d8,"Hypoluxo Property Owner, Llc",0.9,"The property type is explicitly listed as 'Commercial' and the entity name 'Hypoluxo Property Owner, LLC' suggests a commercial real estate investment company rather than a residential community assoc",2026-05-03T15:26:58.516487
0d28ad40-2dc4-444a-9742-fc1aa44fe63d,"Jps Property Owners, Llc",0.9,The property type is explicitly listed as 'Commercial' and the LLC structure is typical for commercial property ownership.,2026-05-03T15:26:58.697482
60eb3d82-fa31-4b6f-ad2b-368a2c23f8eb,"Jupiter Park Drive Property Owner, Llc",0.9,The property type is explicitly listed as 'Commercial' and the LLC structure with 'Property Owner' in the name suggests a commercial real estate investment entity.,2026-05-03T15:26:58.864660
c16c51df-5a49-408f-b56d-65b9fadae8d8,JUPITER PARK PLAZA COND*,0.9,The name 'Jupiter Park Plaza' with 'Plaza' terminology and the property type being officially filed as 'Commercial' strongly indicates this is a commercial retail or office complex rather than a resid,2026-05-03T15:26:59.023812
2d22f049-257a-45dd-99a3-4c92fa3c571c,"Kanner Business Park Property Owners Association, Inc.",0.9,"The name 'Kanner Business Park Property Owners Association' clearly indicates this is a business park, which is a commercial property type despite the conflicting 'single family' designation on file.",2026-05-03T15:26:59.184029
4ebd7cd1-e903-497e-a292-a19e1c7d45e7,"Kissimmee Business Park Property Owners Association, Inc.",0.9,"The name 'Kissimmee Business Park Property Owners Association' clearly indicates a business park, which is a commercial property type despite the conflicting 'single family' designation on file.",2026-05-03T15:26:59.341817
3a8cfdb5-81be-4e61-a3ae-0d347d0f15ae,"Lawson Industrial Park Property Owners' Association, Inc.",0.9,"The name 'Lawson Industrial Park Property Owners' Association' clearly indicates this is an industrial park, which is a commercial property type despite the conflicting 'single family' designation on ",2026-05-03T15:26:59.515244
9421d462-3fcc-4606-a9e4-c7cc88351346,"Leelan-West Industrial Park Property Owners Association, Inc.",0.95,The name explicitly identifies it as an 'Industrial Park' which is a clear commercial property type despite the conflicting 'single family' designation on file.,2026-05-03T15:26:59.678773
28788eca-1882-413e-a617-b9bfddff2731,LOXAHATCHEE BUSINESS PARK COND*,0.95,"The name explicitly includes 'BUSINESS PARK' and the property type is listed as Commercial, clearly indicating a commercial office/business facility.",2026-05-03T15:26:59.830622
06b9011a-644b-4305-b3db-3d68413b8513,"Lyons Corporate Park Master Association, Inc.",0.9,"The name 'Lyons Corporate Park Master Association' clearly indicates a corporate/business park, which is a commercial property type despite the conflicting 'single family' designation on file.",2026-05-03T15:26:59.999145
f4b210cb-a1ba-4ba7-9202-80dadaaffd49,MAPLEWOOD PROFESSIONAL CENTER PH II COND*,0.95,"The name 'Professional Center' clearly indicates a commercial office building, supported by the commercial property type on file and low unit count typical of office condominiums.",2026-05-03T15:27:00.157200
d94fd055-97ad-4401-889f-027af65bc3ca,MAPLEWOOD PROFESSIONAL CENTER PH IV COND*,0.95,The name 'Professional Center' and property type listed as 'Commercial' clearly indicates this is a commercial office building or medical facility.,2026-05-03T15:27:00.313013
d8ba29a4-7400-4a6d-98d8-8c834f933350,"Maule Way Property Owner, Llc",0.9,The property type is explicitly listed as 'Commercial' and the entity name includes 'LLC' which typically indicates a business/commercial property ownership structure.,2026-05-03T15:27:00.482282
05c7bc55-8f73-4fd2-92a0-8133094fae7b,Melbourne Skyway Property Owner Llc,0.9,The property type is explicitly listed as 'Commercial' and the name 'Melbourne Skyway Property Owner LLC' suggests a commercial real estate ownership entity.,2026-05-03T15:27:00.640284
f52daea7-19d8-4877-8612-b461f2d7d4db,"Metrocentre Corporate Park Property Owners' Association, Inc.",0.95,The name 'Metrocentre Corporate Park' clearly indicates this is a business/office park despite the conflicting 'single family' designation in the file.,2026-05-03T15:27:00.810207
5e2a0502-893d-491a-a27d-283db5d569b1,MONTEREY OFFICE COND*,0.95,"The name 'MONTEREY OFFICE COND' explicitly indicates office condominiums, and the property type is listed as commercial with only 16 units, which is typical for commercial office condominium buildings",2026-05-03T15:27:01.022183
8146f026-28b3-407d-8fbb-c8b8900950bb,"Monterey Professional Property Owner, Llc",0.9,"The name includes 'Professional Property Owner' and the property type is explicitly listed as 'Commercial', indicating a business-oriented property rather than a residential community.",2026-05-03T15:27:01.184043
393ce7f2-9bd4-4141-acc8-6eda06119f10,"Northcorp Corporate Park Property Owners' Association, Inc.",0.9,The name 'Corporate Park Property Owners' Association' clearly indicates a business/office park development despite the conflicting 'single family' property type filing.,2026-05-03T15:27:01.370912
82ab0f89-813a-49b1-aa77-7984e0f5fc17,"Ocean Ave Property Owner, Llc",0.9,"The property type is explicitly listed as 'Commercial' and the entity name 'Ocean Ave Property Owner, LLC' suggests a commercial property investment/ownership structure rather than a residential commu",2026-05-03T15:27:01.549504
544e4111-d8e1-4fd5-9dfd-0b687d4720de,"Ocean Blvd Property Owner, Llc",0.9,The property type is explicitly filed as 'Commercial' and the LLC structure with 'Property Owner' naming convention strongly indicates a commercial real estate entity rather than a residential communi,2026-05-03T15:27:01.714180
320b3bc3-de07-4d33-bd01-d5a750d717c4,PENNOCK PROFESSIONAL PLZ COND*,0.95,The name 'Professional Plaza' and property type designation as 'Commercial' clearly indicates this is a commercial office/professional building complex.,2026-05-03T15:27:01.876806
16a2fdb9-ec1f-4a15-952e-5682e2dc9828,"Peruvian Property Owner, Llc",0.9,"The property type is explicitly listed as 'Commercial' and the entity name 'Peruvian Property Owner, LLC' suggests a commercial investment property rather than a residential community association.",2026-05-03T15:27:02.043843
3038e541-2597-4090-9862-8f8d2e0fd550,"Pga Hotel-Retail Property Owners' Association, Inc.",0.9,The name explicitly includes 'Hotel-Retail' indicating commercial hospitality and retail properties rather than residential housing.,2026-05-03T15:27:02.224533
a5885d95-410e-4913-8f7f-771fe745b2c8,"Pinellas Industrial Property Owner, Llc",0.95,"The name 'Pinellas Industrial Property Owner' clearly indicates an industrial property, and the property type is listed as commercial.",2026-05-03T15:27:02.400680
8688e0df-1ed6-40ec-833d-2c668a29f463,"Plant City Property Owner, Llc",0.9,"The property type is explicitly listed as 'Commercial' and the entity name 'Plant City Property Owner, LLC' suggests a commercial property investment company.",2026-05-03T15:27:02.597989
8557711c-7b99-425a-820a-53bd0e5fe9b1,"Port Salerno Industrial Park Property Owner'S Association, Inc.",0.9,"The name explicitly identifies it as an 'Industrial Park' which is a commercial property type, despite the conflicting 'single family' designation on file.",2026-05-03T15:27:02.756690
baf53726-7403-44bb-88b5-ea7d8d483be3,Psl Mercantile Property Owner Llc,0.9,"The name 'Mercantile Property Owner LLC' strongly suggests a commercial entity, as 'mercantile' refers to trade and commerce, and this aligns with the commercial property type on file.",2026-05-03T15:27:02.935011
2cec4ffb-828f-4339-9096-3645fb743b4b,"Related-Frisbie Flagler Property Owner, Llc",0.9,The property type is explicitly filed as 'Commercial' and the LLC structure with 'Property Owner' designation strongly indicates a commercial real estate entity rather than a residential community ass,2026-05-03T15:27:03.100519
3477d526-6754-4fcb-ad75-d59e44d670fb,"Riverside Property Owner, Llc",0.9,The property type is explicitly listed as 'Commercial' and the LLC structure is typical for commercial property ownership.,2026-05-03T15:27:03.263238
9fa838f6-d1ce-455c-8399-1666bcd6e4cf,Royal Palm Property Owner Llc,0.9,The property type is explicitly listed as 'Commercial' and the name 'Royal Palm Property Owner LLC' suggests a commercial real estate investment entity rather than a residential community association.,2026-05-03T15:27:03.446294
1627525a-a23d-49d4-84c7-b862c55098fa,"S King Highway Property Owner, Llc",0.9,"The property type is explicitly listed as 'Commercial' and the name 'S King Highway Property Owner, LLC' suggests a commercial property along a major highway corridor.",2026-05-03T15:27:03.619392
ce87ec06-d298-41c7-ac06-7af1629b4544,"S.G.A. Property Owner, Llc",0.9,"The property type is explicitly listed as 'Commercial' and the entity name 'S.G.A. Property Owner, LLC' suggests a commercial real estate ownership structure.",2026-05-03T15:27:03.791899
74b83aae-6480-4a1b-8be0-9581989ed4d4,SAN PALERMO,0.9,"The property type is explicitly listed as 'Commercial' on file, which is the strongest indicator for classification.",2026-05-03T15:27:03.951017
a581a3a5-f08f-48ac-88df-481e39512179,"Selvitz Road Property Owner, Llc",0.9,The property type is explicitly filed as 'Commercial' and the LLC structure is typical for commercial property ownership.,2026-05-03T15:27:04.118081
ef00bca2-976a-4c0e-ad09-c6dea8e9d5b6,"Signature Storage Property Owner, Llc",0.95,"The name 'Signature Storage Property Owner' clearly indicates a storage facility, which is a commercial property type.",2026-05-03T15:27:04.292084
5622ed30-3589-402e-9d10-6ec150ac0a31,SOUTH CONGRESS COMMERCE CENTER COND*,0.9,The name 'Commerce Center' clearly indicates a commercial business property rather than a residential community.,2026-05-03T15:27:04.463732
08d7a784-88b5-4af6-a524-eca9d141c8fc,"South Congress Industrial Center Property Owners' Association, Inc.",0.9,The name 'South Congress Industrial Center' clearly indicates an industrial/commercial property despite the conflicting 'single family' designation on file.,2026-05-03T15:27:04.623865
c960c292-34c8-4cf6-97e1-cecbc99eb3c9,"Stuart Avenue Property Owner, Llc",0.9,The property type is explicitly filed as 'Commercial' and the LLC structure is typical for commercial property ownership.,2026-05-03T15:27:04.783175
2df2335d-34c8-49c5-a2a5-98907a4f09ed,"Sunrise Corporate Plaza Property Owner, Llc",0.95,The name 'Sunrise Corporate Plaza' clearly indicates a commercial office or business plaza development.,2026-05-03T15:27:04.976688
2f244db1-92d3-400e-abcd-b72a6b811751,"Sw 4Th Property Owner, Llc",0.9,The property type is explicitly filed as 'Commercial' and the LLC structure with 'Property Owner' in the name strongly suggests a commercial real estate investment entity.,2026-05-03T15:27:05.156334
4bec825b-e65d-42af-9f6d-1333b3b0c3eb,TEQUESTA COMMERCE CENTER COND*,0.95,The name 'Commerce Center' strongly indicates a business/commercial property rather than a residential community.,2026-05-03T15:27:05.324340
02959d35-1dba-4091-a9ae-e0403efc3c93,"The Airport Industrial Park Property Owner'S Association, Inc.",0.95,"The name 'Airport Industrial Park Property Owner's Association' clearly indicates this is an industrial park, which is a commercial property type despite the conflicting 'single family' designation on",2026-05-03T15:27:05.585965
4ae82e40-123d-460d-a9a4-e516518f2069,"Thor Property Owner, Llc",0.9,The property type is explicitly filed as 'Commercial' and the LLC ownership structure is typical for commercial real estate investments.,2026-05-03T15:27:05.766156
ecdeca16-da14-4237-9c2d-826ee791f7b9,"Treeland Property Owner, Llc",0.9,"The property type is explicitly listed as 'Commercial' and the entity name 'Treeland Property Owner, LLC' suggests a commercial real estate ownership structure rather than a residential community asso",2026-05-03T15:27:05.944349
57f062d7-ae38-45cc-a208-1722c61d93e1,"Trinity Al Property Owner, Llc",0.9,"The property type is explicitly listed as 'Commercial' and the entity name 'Trinity Al Property Owner, LLC' suggests a commercial property ownership structure.",2026-05-03T15:27:06.111944
b55de19d-8cc5-430e-9a5a-ed77e728c804,"Trinity Il Property Owner, Llc",0.9,The property type is explicitly listed as 'Commercial' and the LLC structure is typical for commercial property ownership.,2026-05-03T15:27:06.279006
d9963b08-ad99-41ab-aa1e-e70682137dd4,"Wellington Corporate Center Property Owner'S Association, Inc.",0.9,The name 'Wellington Corporate Center' clearly indicates a commercial office or business park development.,2026-05-03T15:27:06.443707
9cbca607-7adf-4b98-b207-4ff3d675ad0c,Wellington Property Owner Llc,0.9,The property type is explicitly listed as 'Commercial' and the entity name 'Wellington Property Owner LLC' suggests a commercial real estate investment entity rather than a residential community assoc,2026-05-03T15:27:06.607350
b5fc957a-ee60-4130-b003-96f8b32af15f,"Wellington Reserve Office Park Property Owners Association, Inc.",0.9,The name 'Office Park Property Owners Association' clearly indicates a commercial office park development despite the conflicting 'single family' property type designation.,2026-05-03T15:27:06.775333
80a52fbc-cfb1-4872-b1e0-c3372dc01d8e,WEST BOCA MEDICAL OFFICE COND*,1.0,"The name explicitly identifies it as a medical office condominium, which is clearly a commercial property type.",2026-05-03T15:27:06.946370
07efd37e-831b-4707-af09-df5f5cc4a710,"Westport Industrial Park Property Owners Association, Inc.",0.9,"The name 'Westport Industrial Park Property Owners Association' clearly indicates this is an industrial park, which is a commercial property type despite the 'single family' filing designation that ap",2026-05-03T15:27:07.119491
4009c3d7-2685-4d17-b5c0-b2e0cf8d2b0e,"Westroads Drive Property Owner, Llc",0.9,The property type is explicitly filed as 'Commercial' and the LLC structure with 'Property Owner' in the name strongly suggests a commercial real estate investment entity.,2026-05-03T15:27:07.292404
cfc86b5d-0eb9-491c-ba7d-b6af6506a8cd,"Westwood Center Property Owner, Llc",0.9,"The name 'Westwood Center Property Owner, LLC' and the filed property type as 'Commercial' clearly indicate this is a commercial property association.",2026-05-03T15:27:07.466804
56d79b0f-030e-43e2-8215-a067fdfd65c8,"White Drive Property Owner, Llc",0.9,The property type is explicitly listed as 'Commercial' and the entity name includes 'LLC' which typically indicates a business entity managing commercial real estate.,2026-05-03T15:27:07.674249
c1907bb0-64d7-471b-a7dd-9ea456f21fb9,"Wildwood Property Owner, Llc",0.9,The property type is explicitly listed as 'Commercial' and the LLC structure with 'Property Owner' in the name strongly indicates commercial real estate ownership rather than a residential community a,2026-05-03T15:27:07.830054
6eebc6ab-0e6e-4a85-b501-63cca9350efb,"Winter Haven Property Owner, Llc",0.9,The property type is explicitly listed as 'Commercial' and the entity name includes 'LLC' which typically indicates a commercial business structure rather than a residential community association.,2026-05-03T15:27:08.005090
8d2b4d0f-e552-468c-8fc2-0ad4ec85afcd,10080 COMMERCIAL CONDO *(***)=*(***),0.95,The name explicitly includes 'COMMERCIAL CONDO' indicating this is a commercial condominium property rather than a residential community.,2026-05-03T15:27:08.174258
b889f49c-b4c2-4131-a251-e6dc696c4147,1016 CLARE AVENUE COMMERCIAL CONDO,0.95,The name explicitly states 'COMMERCIAL CONDO' which clearly indicates this is a commercial property rather than residential.,2026-05-03T15:27:08.350946
4164b86e-38eb-48ec-a42f-c3af018abfb3,"1401 Village Green Property Owner, Llc",0.9,The property type is explicitly listed as 'Commercial' and the LLC structure suggests a business property rather than a residential community association.,2026-05-03T15:27:08.517730
4d8a0c4e-72b4-4ea2-8d87-c87f4321cfdb,1662 OFFICE CONDO *,0.95,"The name explicitly contains 'OFFICE CONDO' and the property type is filed as commercial, clearly indicating this is a commercial office condominium association.",2026-05-03T15:27:08.682468
5b3482f4-5d9e-4ab1-a9d5-f1d612269d06,"2720 Center Place Property Owner, Llc",0.9,The property type is explicitly listed as 'Commercial' and the name suggests a commercial center or plaza property.,2026-05-03T15:27:08.861102
4d6cd886-0910-4b6e-8df2-082e4aad3255,7280 BOYNTON BEACH PROFESSIONAL CENTER CONDO *,0.95,The name 'Professional Center' clearly indicates this is a commercial office building rather than a residential property.,2026-05-03T15:27:09.017599
